category,title,price,img_url,Brand,Material,Body Finish,Application Area,Contry of Origin,IP Rating,Warranty,Mounting System,Height,Diameter,Lamp Type,Length,Width,LED Color (CCT),Dimmable,Voice Control,Location,Cutout Diameter,Wattage,Voltage,Technical Specsheet
table-lamps,BARBELL RECHARGABLE TOUCH CONTROL WIRELESS BAR TABLE LAMP,"₹ 2,250",//www.ankurlighting.com/cdn/shop/files/barbell-rechargable-touch-control-wireless-bar-table-lamp-ankur-lighting-1.jpg?v=1695133105&width=1250,Ankur Lighting,Metal,Rose Gold And Gold,Indoor (Dry Rated),China,IP 20,12 Months,Surface,210MM (0.68 Feet),90MM (0.29 Feet),LED SMD,,,,Yes,,,,,,
table-lamps,NOIR GLOSSY BLACK METAL BEDSIDE TABLE LAMP,"₹ 5,000",//www.ankurlighting.com/cdn/shop/files/noir-glossy-black-metal-bedside-table-lamp-ankur-lighting-1.jpg?v=1695133088&width=1250,Ankur Lighting,Metal,Black,Indoor (Dry Rated),,IP 20,,Surface,530MM (1.73 Feet),220MM (0.72 Feet),E27,,,,,,,,,110-220,
table-lamps,BIGHORN HANDMADE BEDSIDE TABLE LAMP,"₹ 12,900",//www.ankurlighting.com/cdn/shop/files/bighorn-handmade-bedside-table-lamp-ankur-lighting-1-29957615517850.jpg?v=1695133089&width=1250,Ankur Lighting,Metal,Golden,Indoor (Dry Rated),India,IP 20,12 Months,Surface,480MM (1.57 feets.),380MM (1.24 feets.),E27,,(1 feet) 320,,,,,,,110-220,
table-lamps,FLORI CERAMIC BEDSIDE TABLE LAMP,"₹ 9,900",//www.ankurlighting.com/cdn/shop/files/flori-ceramic-bedside-table-lamp-ankur-lighting-1.jpg?v=1695133089&width=1250,Ankur Lighting,Glass,Light Blue,Indoor (Dry Rated),India,IP 20,12 Months,Surface,480MM (1.57 feets.),290MM (0.95 feets.),E27,,(1 feet) 320,,,,,,,110-220,
table-lamps,AQUA CERAMIC BEDSIDE TABLE LAMP,"₹ 9,900",//www.ankurlighting.com/cdn/shop/files/aqua-ceramic-bedside-table-lamp-ankur-lighting-1.jpg?v=1695133089&width=1250,Ankur Lighting,Glass,Cyan,Indoor (Dry Rated),China,IP 20,12 Months,Surface,530MM (1.73 feets.),300MM (0.98feets.),E27,,(1 feet) 320,,,,,,,110-220,
table-lamps,LUMA HANDMADE METAL AND GLASS BEDSIDE TABLE LAMP,"₹ 29,000",//www.ankurlighting.com/cdn/shop/files/luma-handmade-metal-and-glass-bedside-table-lamp-ankur-lighting-1.jpg?v=1695133089&width=1250,Ankur Lighting,Glass,Smoke,Indoor (Dry Rated),India,IP 20,12 Months,Surface,600MM (1.96 feets.),330MM (1.08feets.),E27,,(1 feet) 320,,,,,,,110-220,
table-lamps,BLOOM CERAMIC BEDSIDE TABLE LAMP,"₹ 8,700",//www.ankurlighting.com/cdn/shop/files/bloom-ceramic-bedside-table-lamp-ankur-lighting-1.jpg?v=1695133067&width=1250,Ankur Lighting,Ceramic,Green,Indoor (Dry Rated),China,IP 20,12 Months,Surface,530MM (1.73 feets.),330MM (1.08feets.),E27,,(1 feet) 320,,,,,,,110-220,
table-lamps,GILDA HANDMADE GLASS AND METAL BEDSIDE TABLE LAMP,"₹ 27,500",//www.ankurlighting.com/cdn/shop/files/gilda-handmade-glass-and-metal-bedside-table-lamp-ankur-lighting-1.jpg?v=1695133067&width=1250,Ankur Lighting,Metal,Antique Brass,Indoor (Dry Rated),India,IP 20,12 Months,Surface,600MM (1.96 feets.),360MM (1.18feets.),E27,,(1 feet) 320,,,,,,,110-220,
table-lamps,AUREL HANDMADE METAL BEDSIDE TABLE LAMP,"₹ 25,800",//www.ankurlighting.com/cdn/shop/files/aurel-handmade-metal-bedside-table-lamp-ankur-lighting-1.jpg?v=1695133067&width=1250,Ankur Lighting,Metal,Antique Brass,Indoor (Dry Rated),India,IP 20,12 Months,Surface,600MM (1.96 feets.),360MM (1.18feets.),E27,,(1 feet) 320,,,,,,,110-220,
table-lamps,FLUTED CERAMIC BEDSIDE TABLE LAMP,"₹ 5,150",//www.ankurlighting.com/cdn/shop/files/fluted-ceramic-bedside-table-lamp-ankur-lighting-1.jpg?v=1695133067&width=1080,Ankur Lighting,Ceramic,Green,Indoor (Dry Rated),China,IP 20,12 Months,Surface,490MM (1.6 feets.),300MM (0.98feets.),E27,,(1 feet) 320,,,,,,,110-220,
table-lamps,FLORA FLOWER PATTERN CERAMIC TABLE LAMP,"₹ 9,900",//www.ankurlighting.com/cdn/shop/files/flora-flower-pattern-ceramic-table-lamp-ankur-lighting-1.jpg?v=1695133050&width=1250,Ankur Lighting,Ceramic,Green and Yellow,Indoor (Dry Rated),China,IP 20,12 Months,Surface,520MM (1.7 feet.),320MM (1.04 feet.),E27,,(1 feet) 320,,,,,,,110-220,
table-lamps,RUNNING LEOPARD HAND MADE METAL AND GLASS TABLE LAMP,"₹ 30,700",//www.ankurlighting.com/cdn/shop/files/running-leopard-hand-made-metal-and-glass-table-lamp-ankur-lighting-1.jpg?v=1695133050&width=1250,Ankur Lighting,Glass,Amber,Indoor (Dry Rated),,IP 20,12 Months,Surface,620MM (2.03 feet.),360MM (1.8 feet.),E27,,(1 feet) 320,,,,,,,110-220,
table-lamps,ABSTRACT PANTHER HAND MADE GLASS AND METAL TABLE LAMP,"₹ 27,500",//www.ankurlighting.com/cdn/shop/files/abstract-panther-hand-made-glass-and-metal-table-lamp-ankur-lighting-1.jpg?v=1695133050&width=1250,Ankur Lighting,Glass,Smoke,Indoor (Dry Rated),,IP 20,12 Months,Surface,660MM (2.1 feet.),360MM (1.8 feet.),E27,,(1 feet) 320,,,,,,,110-220,
table-lamps,PHOENIX WING HAND MADE METAL AND GLASS TABLE LAMP,"₹ 29,000",//www.ankurlighting.com/cdn/shop/files/phoenix-wing-hand-made-metal-and-glass-table-lamp-ankur-lighting-1.jpg?v=1695133050&width=1250,Ankur Lighting,Glass,Amber Gold,Indoor (Dry Rated),India,IP 20,12 Months,Surface,690MM (2.2 feet.),410MM (1.3 feet.),E27,,(1 feet) 320,,,,,,,110-220,
table-lamps,FLAMINGO HAND MADE GLASS AND METAL TABLE LAMP,"₹ 25,800",//www.ankurlighting.com/cdn/shop/files/flamingo-hand-made-glass-and-metal-table-lamp-ankur-lighting-1.jpg?v=1695133050&width=1250,Ankur Lighting,Glass,Amber Gold,Indoor (Dry Rated),India,IP 20,12 Months,Surface,640MM (2 feet.),330MM (1.08 feet.),E27,,(1 feet) 320,,,,,,,110-220,
table-lamps,TROPICAL PALM HAND MADE METAL AND GLASS TABLE LAMP,"₹ 27,450",//www.ankurlighting.com/cdn/shop/files/tropical-palm-hand-made-metal-and-glass-table-lamp-ankur-lighting-1.jpg?v=1695133018&width=1250,Ankur Lighting,Glass,Antique Brass,Indoor (Dry Rated),India,IP 20,12 Months,Surface,650MM (2.13 feet.),310MM (1.07 feet.),E27,,(1 feet) 320,,,,,,,110-220,
table-lamps,SONA CERAMIC BEDSIDE TABLE LAMP,"₹ 12,600",//www.ankurlighting.com/cdn/shop/files/sona-ceramic-bedside-table-lamp-ankur-lighting-1.jpg?v=1695133018&width=1250,Ankur Lighting,Ceramic,Green and White,Indoor (Dry Rated),China,IP 20,12 Months,Surface,560MM (1.8 feet.),340MM (1.11 feet.),E27,,(1 feet) 320,,,,,,,110-220,
table-lamps,LEAN MODERN GREEN AND PURPLE CERAMIC TABLE LAMP,"₹ 10,800",//www.ankurlighting.com/cdn/shop/files/lean-modern-green-and-purple-ceramic-table-lamp-ankur-lighting-1.jpg?v=1695133018&width=1250,Ankur Lighting,Ceramic,Green And Purple,Indoor (Dry Rated),India,IP 20,12 Months,Surface,660MM (2.1 feet.),390MM (1.27 feet.),E27,,(1 feet) 320,,,,,,,110-220,
table-lamps,SONGBIRD FLORAL PATTERN CERAMIC TABLE LAMP,"₹ 9,900",//www.ankurlighting.com/cdn/shop/files/songbird-floral-pattern-ceramic-table-lamp-ankur-lighting-1.jpg?v=1695133018&width=1250,Ankur Lighting,Ceramic,Green And White,Indoor (Dry Rated),China,IP 20,12 Months,Surface,510MM (1.67 feet.),300MM (1 feet.),E27,,(1 feet) 320,,,,,,,110-220,
table-lamps,SQUISIT BLUE FLORAL PATTERN CERAMIC TABLE LAMP,"₹ 10,350",//www.ankurlighting.com/cdn/shop/files/squisit-blue-floral-pattern-ceramic-table-lamp-ankur-lighting-1.jpg?v=1695132989&width=1250,Ankur Lighting,Ceramic,Blue and White,Indoor (Dry Rated),China,IP 20,12 Months,Surface,520MM (1.9 feet.),330MM (1.08 feet.),E27,,(1 feet) 320,,,,,,,110-220,
table-lamps,DRIB MODERN GOLDEN STRIPED CERAMIC TABLE LAMP,"₹ 9,000",//www.ankurlighting.com/cdn/shop/files/drib-modern-golden-striped-ceramic-table-lamp-ankur-lighting-1.jpg?v=1695132989&width=1250,Ankur Lighting,Ceramic,Green and Black,Indoor (Dry Rated),China,IP 20,12 Months,Surface,530MM (1.7 feet.),330MM (1.08 feet.),E27,,(1 feet) 320,,,,,,,110-220,
table-lamps,ROWAN MODERN GOLDEN STRIPES CERAMIC TABLE LAMP BEDSIDE LAMP,"₹ 11,700",//www.ankurlighting.com/cdn/shop/files/rowan-modern-golden-stripes-ceramic-table-lamp-bedside-lamp-ankur-lighting-1.jpg?v=1695132988&width=1250,Ankur Lighting,Ceramic,"Black, White and Green with golden",Indoor (Dry Rated),China,IP 20,12 Months,Surface,700MM (2.29 feet.),385MM (1.26 feet.),E27,,(1 feet) 320,,,,,,,110-220,
table-lamps,BLEEN CERAMIC TABLE LAMP BEDSIDE LAMP,"₹ 8,700",//www.ankurlighting.com/cdn/shop/files/bleen-ceramic-table-lamp-bedside-lamp-ankur-lighting-1.jpg?v=1695132989&width=1250,Ankur Lighting,Ceramic,Green and Black,Indoor (Dry Rated),China,IP 20,12 Months,Surface,550MM (1.80 feet.),320MM (1.04 feet.),E27,,(1 feet) 320,,,,,,,110-220,
table-lamps,ROBERT LUXURY METAL AND CRYSTAL DESIGNER TABLE LAMP BEDSIDE LAMP,"₹ 6,900",//www.ankurlighting.com/cdn/shop/files/robert-luxury-metal-and-crystal-designer-table-lamp-bedside-lamp-ankur-lighting-1.jpg?v=1695132989&width=1250,Ankur Lighting,Metal,Black and gold,Indoor (Dry Rated),China,,12 Months,Surface,550MM (1.73 feet.),300MM (1.0 feet.),E27,,(1 feet) 320,,,,,,,110-220,
table-lamps,CAPSULE GOLD AND WHITE CERAMIC TABLE LAMP BEDSIDE LAMP,"₹ 8,350",//www.ankurlighting.com/cdn/shop/files/capsule-gold-and-white-ceramic-table-lamp-bedside-lamp-ankur-lighting-1.jpg?v=1695132967&width=1250,Ankur Lighting,Ceramic,White and gold,Indoor (Dry Rated),China,,12 Months,,550MM (1.80 feet.),320MM (1.04 feet.),E27,,(1 feet) 320,,,,,,,110-220,
table-lamps,GOOSE FEATHER TABLE LAMP BEDSIDE LAMP,"₹ 7,600",//www.ankurlighting.com/cdn/shop/files/goose-feather-table-lamp-bedside-lamp-ankur-lighting-1.jpg?v=1695132967&width=1250,Ankur Lighting,Metal,Grey / White,Indoor (Dry Rated),China,,12 Months,,600MM (2 feet.),400MM (1.31 feet.),E27,,(1 feet) 320,,,,,,,,
table-lamps,NERO GOLD WITH MARBLE TEXTURE TABLE LAMP BEDSIDE LAMP,"₹ 4,700",//www.ankurlighting.com/cdn/shop/files/nero-gold-with-marble-texture-table-lamp-bedside-lamp-ankur-lighting-1.jpg?v=1695132967&width=1250,Ankur Lighting,Ceramic,Black / White,Indoor (Dry Rated),China,,12 Months,,480MM (1.57 feet.),250MM (0.82 feet.),E27,,(1 feet) 320,,,,,,,110-220,
table-lamps,ORI MODERN TOUCH STYLE TABLE LAMP BEDSIDE LAMP,"₹ 3,900",//www.ankurlighting.com/cdn/shop/files/ori-modern-touch-style-table-lamp-bedside-lamp-ankur-lighting-1.jpg?v=1695132967&width=1250,Ankur Lighting,Metal,Golden and White,Indoor (Dry Rated),China,IP 20,12 Months,Surface,450MM (1.47 feet.),250MM (0.82 feet.),E27,300MM (0.98 feet.),300MM (0.98 feet.),,,,,,,,
table-lamps,ELITE REGAL TABLE LAMP BEDSIDE LAMP,"₹ 19,800",//www.ankurlighting.com/cdn/shop/files/elite-regal-table-lamp-bedside-lamp-ankur-lighting-1.jpg?v=1695132967&width=1250,Ankur Lighting,Metal,Golden and Black,Indoor (Dry Rated),China,IP 20,12 Months,Surface,660MM (2.16 feet.),330MM (1.08 feet.),E27,300MM (0.98 feet.),300MM (0.98 feet.),,,,,,,,
table-lamps,TROPH SMOKE GREY GLASS AND METAL TABLE LAMP,"₹ 10,450",//www.ankurlighting.com/cdn/shop/files/troph-smoke-grey-glass-and-metal-table-lamp-ankur-lighting-1.jpg?v=1695132904&width=1250,Ankur Lighting,Metal,Black,Indoor (Dry Rated),China,IP 20,12 Months,Surface,,,E27,450MM (1.48 feet.),450MM (1.48 feet.),,No,,,,,,
table-lamps,SEVERN DESIGNER TABLE LAMP,"₹ 7,350",//www.ankurlighting.com/cdn/shop/products/severn-designer-table-lamp-ankur-lighting-1.jpg?v=1695132904&width=1200,Ankur Lighting,Metal,Gold and White,Indoor (Dry Rated),China,IP 20,12 Months,Surface,540MM (1.8 feet.),360MM (1.18 feet),E27,360MM (1.18 fee.),360MM (1.18 fee.),,,,,,,,
table-lamps,CUTE GOLD EAR BUNNY TABLE LAMP,"₹ 6,500",//www.ankurlighting.com/cdn/shop/products/cute-gold-ear-bunny-table-lamp-ankur-lighting-1.jpg?v=1695132823&width=1250,Ankur Lighting,Resin,Blue,Indoor (Dry Rated),China,IP 20,12 Months,Surface,350MM (1.14 feet.),,G9,,,,No,,,,,90-260V,
table-lamps,ASTRONAUT TABLE LAMP,"₹ 6,500",//www.ankurlighting.com/cdn/shop/products/astronaut-table-lamp-ankur-lighting-1.jpg?v=1695132783&width=1250,Ankur Lighting,Resin,Gold and White,Indoor (Dry Rated),China,IP 20,12 Months,Surface,370MM (1.2 feet.),,G9,,200MM (0.65 Feet.),,,,,,,"110V-120V,220V-240V",
table-lamps,AURAM FABRIC SHADE TRIPOD TABLE LAMP,"₹ 4,350",//www.ankurlighting.com/cdn/shop/products/auram-fabric-shade-tripod-table-lamp-ankur-lighting-1.jpg?v=1695132735&width=1250,Ankur Lighting,Metal,Black,Indoor (Dry Rated),China,IP 20,12 Months,Surface,600MM (1.97 feet.),300MM (0.98 feet.),E27,300MM (0.98 feet.),300MM (0.98 feet.),,,,,,,,
table-lamps,MUSHROOM HEAD TRIPOD TABLE LAMP,"₹ 9,850",//www.ankurlighting.com/cdn/shop/products/mushroom-head-tripod-table-lamp-ankur-lighting-1.jpg?v=1695132734&width=1250,Ankur Lighting,Metal,Golden,Indoor (Dry Rated),,IP 20,12 Months,Surface,600MM (1.97 feet.),300MM (0.98feet.),E27,,300MM (0.98 feet.),,,,,,,,
table-lamps,GOLD WITH MARBLE TEXTURE TABLE LAMP,"₹ 8,800",//www.ankurlighting.com/cdn/shop/products/gold-with-marble-texture-table-lamp-ankur-lighting-1.jpg?v=1695132519&width=1250,Ankur Lighting,Metal,Grey,Indoor (Dry Rated),,,12 Months,,520MM (1.70 feet.),320MM (1.04 feet.),E27,,(1 feet) 320,,,,,,,110-220,
table-lamps,ORGAN METAL CONTEMPORARY TABLE LAMP,"₹ 7,500",//www.ankurlighting.com/cdn/shop/products/organ-metal-contemporary-table-lamp-ankur-lighting-1.jpg?v=1695132416&width=1250,Ankur Lighting,Metal,Gold,Indoor (Dry Rated),,,12 Months,Surface,765MM (2.50feet.),380MM (1.24feet.),E27,,,,,,,,,,
table-lamps,MODERN TWIG BRANCH SCULPTURE TABLE LAMP,"₹ 14,500",//www.ankurlighting.com/cdn/shop/products/modern-twig-branch-sculpture-table-lamp-ankur-lighting-1.jpg?v=1695132320&width=1250,Ankur Lighting,Metal,Gold,Indoor (Dry Rated),,,12 Months,Surface,940MM (3.09feet.),533MM (1.74feet.),E27,,,,,,,,,,
table-lamps,ORGAN CONTEMPORARY TABLE LAMP GOLD FINISH,"₹ 24,500",//www.ankurlighting.com/cdn/shop/products/organ-contemporary-table-lamp-gold-finish-ankur-lighting-1.jpg?v=1695131688&width=1250,Ankur Lighting,Metal,Gold,,,,12 Months,Surface,765MM (2.50feet.),380MM (1.24feet.),E27,,,,,,,,,,
table-lamps,MYRA MODERN TABLE LAMP,"₹ 9,800",//www.ankurlighting.com/cdn/shop/products/myra-modern-table-lamp-ankur-lighting-1.jpg?v=1695132086&width=1250,Ankur Lighting,Metal,Brushed Gold,,,,12 Months,Surface,1016MM (3.33feet.),457MM (1.5feet.),E27,,,,,,,,,,
table-lamps,LUCID TABLE LAMP,"₹ 3,800",//www.ankurlighting.com/cdn/shop/products/lucid-table-lamp-ankur-lighting-1.jpg?v=1695131702&width=1250,Ankur Lighting,Metal,Black,Indoor (Dry Rated),India,IP 20,12 Months,Surface,530MM (1.73 feet.),420MM (1.37 feet.),E27,,,,,,,,,,
wall-lights,ANKUR MOON OUTDOOR LED WALL LIGHT,"₹ 1,250",//www.ankurlighting.com/cdn/shop/products/ankur-moon-outdoor-led-wall-light-ankur-lighting-1.jpg?v=1695132620&width=1250,Ankur Lighting,Aluminium,Black,Outdoor (Wet Rated),India,IP 54,12 Months,Surface,,178MM (0.58 feet.),LED SMD,,,3000K,,,,,12,110-240V,Download SpecSheet
wall-lights,ANKUR VEE ONE-WAY OUTDOOR WATERPROOF IP RATED LED WALL LIGHT,₹ 590,//www.ankurlighting.com/cdn/shop/products/ankur-vee-one-way-outdoor-waterproof-ip-rated-led-wall-light-ankur-lighting-1.jpg?v=1695132393&width=1250,Ankur Lighting,Aluminium,Grey,Outdoor (Wet Rated),India,IP 54,12 Months,Surface,75MM (0.25 feet.),,LED COB,80MM (0.26 feet.),63MM (0.21 feet.),,No,,,,3,180-240V,Download SpecSheet
wall-lights,ANKUR CILINDRO LED MIRROR PICTURE WALL LIGHT,"₹ 2,850",//www.ankurlighting.com/cdn/shop/products/ankur-cilindro-led-mirror-picture-wall-light-ankur-lighting-1.jpg?v=1695132555&width=1250,Ankur Lighting,Metal,Antique Gold,Indoor (Dry Rated),,IP 54,12 Months,Surface,(3 inch) 75,(1.6 inch) 40,,(2feet) 600,,Tunable 3CCT (3000K <-> 6500K),No,,,,20,180-220V,
wall-lights,ANKUR LUMI JADE DOUBLE WALLED GLASS CONTEMPORARY WALL LIGHT,"₹ 4,800",//www.ankurlighting.com/cdn/shop/products/ankur-lumi-jade-double-walled-glass-contemporary-wall-light-ankur-lighting-1.jpg?v=1695132709&width=1250,Ankur Lighting,Metal,Antique Brass Finish,Indoor (Dry Rated),China,IP 20,12 Months,Surface,(1.2 feet) 350,(4.7 inch) 120,E14,,,,No,,,,4,,
wall-lights,ANKUR FLEXI BEDSIDE LED WALL LIGHT,₹ 975,//www.ankurlighting.com/cdn/shop/products/ankur-flexi-bedside-led-wall-light-ankur-lighting-1.jpg?v=1695131328&width=1250,Ankur Lighting,Metal,Black,Indoor (Dry Rated),India,IP 20,12 Months,Surface,500MM (1.6 feet.),40MM (1.6 inch.),LED COB,,,3000K,,,,,3,220-280V,
wall-lights,ANKUR CLAIRE BEDSIDE LED WALL LIGHT,"₹ 3,350",//www.ankurlighting.com/cdn/shop/products/ankur-claire-bedside-led-wall-light-ankur-lighting-1.jpg?v=1695131329&width=1250,Ankur Lighting,Aluminium,Chrome,Indoor (Dry Rated),India,IP 20,12 Months,Surface,(4.3 inch) 110,(1.2 inch) 30,LED COB,,,3000K,No,,,,6,220-280V,
wall-lights,ANKUR PAUL U-SHAPED TWO GLOBE WALL SCONCE,"₹ 5,400",//www.ankurlighting.com/cdn/shop/products/ankur-paul-u-shaped-two-globe-wall-sconce-ankur-lighting-1.jpg?v=1695131637&width=1250,Ankur Lighting,Metal,Rose Gold,Indoor (Dry Rated),,,12 Months,Surface,280MM (0.92 feet.),120MM (0.39 feet.),G9,,,,,,,,,,
wall-lights,ANKUR DALTON CONTEMPORARY TWIN GLOBE LIGHT MILKY WHITE GLOBE GLASS SHADE WALL LIGHT VANITY LIGHT IN GOLD,"₹ 4,850",//www.ankurlighting.com/cdn/shop/products/ankur-dalton-contemporary-twin-globe-light-milky-white-globe-glass-shade-wall-light-vanity-light-in-gold-ankur-lighting-1.jpg?v=1695131597&width=1250,Ankur Lighting,Glass,Gold,Indoor (Dry Rated),China,,12 Months,Surface,,100MM (0.33 feet.),G4,300MM (0.98 feet.),,,,,,,,,
wall-lights,ANKUR JUBE CONTEMPORARY GLASS LED WALL LIGHT,"₹ 6,850",//www.ankurlighting.com/cdn/shop/products/ankur-jube-contemporary-glass-led-wall-light-ankur-lighting-1.jpg?v=1695132850&width=1250,Ankur Lighting,Aluminium,Amber,Indoor (Dry Rated),India,IP 20,12 Months,Surface,450mm (1.47 feet),200MM (0.65 feet.),LED SMD,,,3000K,No,,,,10,,
wall-lights,ANKUR ELLIS LINEAR CONTEMPORARY LED WALL LIGHT,"₹ 5,400",//www.ankurlighting.com/cdn/shop/products/ankur-ellis-linear-contemporary-led-wall-light-ankur-lighting-1.jpg?v=1695132709&width=1250,Ankur Lighting,Metal,Black,Indoor (Dry Rated),China,IP 20,12 Months,Surface,1000MM (3.2 feet.),50MM (0.16 feet.),LED SMD,,,3000K,,,,50MM (0.16 feet.),,,
wall-lights,ANKUR VEE UP DOWN OUTDOOR WATERPROOF IP RATED LED WALL LIGHT,₹ 950,//www.ankurlighting.com/cdn/shop/products/ankur-vee-up-down-outdoor-waterproof-ip-rated-led-wall-light-ankur-lighting-1.jpg?v=1695132415&width=1250,Ankur Lighting,Aluminium,Grey,Outdoor (Wet Rated),India,IP 54,12 Months,Surface,140MM (0.46 feet.),,LED COB,80MM (0.26 feet.),63MM (0.21 feet.),,No,,,,6,180-240V,Download SpecSheet
wall-lights,"ANKUR SLANT OUTDOOR LED WALL LIGHT FOR STAIRCASE, DRIVEWAYS, GARDEN PASSAGE",₹ 700,//www.ankurlighting.com/cdn/shop/products/ankur-slant-outdoor-led-wall-staircase-driveway-light-ankur-lighting-1.jpg?v=1699287292&width=1250,Ankur Lighting,Aluminium,Grey,Outdoor (Wet Rated),India,IP 54,12 Months,Recess,80MM (0.26feet.),,LED SMD,160MM (0.52feet.),100MM (0.33feet.),3000K,,,,,6,,Download SpecSheet
wall-lights,ANKUR ROTED 4-WAY ROUND OUTDOOR LED WALL LIGHT,"₹ 1,900",//www.ankurlighting.com/cdn/shop/products/ankur-roted-4-way-round-outdoor-led-wall-light-ankur-lighting-1.jpg?v=1695131890&width=1250,Ankur Lighting,Aluminium,Dark Grey,Outdoor (Wet Rated),,IP 6X,12 Months,Surface,,120MM (0.39 feet.),LED COB,,,,No,,,,3,AC100-240V,Download SpecSheet
wall-lights,ANKUR COMPATTA CUBO OUTDOOR LED WALL LIGHT,₹ 750,//www.ankurlighting.com/cdn/shop/products/ankur-compatta-cubo-outdoor-led-wall-light-ankur-lighting-1.jpg?v=1695131890&width=1250,Ankur Lighting,Aluminium,White,Outdoor (Wet Rated),India,IP 54,12 Months,Surface,63MM (0.20feet),,LED SMD,(2.5 inch) 63,(2.5 inch) 63,,,,,,12,180-230V,Download SpecSheet
wall-lights,ANKUR DESIRE ROUND LED WALL LIGHT,"₹ 2,850",//www.ankurlighting.com/cdn/shop/products/ankur-desire-round-led-wall-light-ankur-lighting-1.jpg?v=1695131576&width=1250,Ankur Lighting,Aluminium,Antique Brass,Indoor (Dry Rated),India,IP 20,12 Months,Surface,92MM (0.30feet.),295MM (0.97feet.),LED SMD,,,3000K,,,,,13,AC100-240V,Download SpecSheet
wall-lights,ANKUR VICTORIAL BEAD ANTIQUE BRASS CLASSIC WALL LIGHT / WALL SCONCE,"₹ 1,950",//www.ankurlighting.com/cdn/shop/files/WL620-1-2-600x660.jpg?v=1707927534&width=1250,Ankur Lighting,Metal,Antique Brass,,China,,12 Months,,280MM (0.9 feet.),,E27,300MM (0.98 feet.),167MM (0.54 feet.),,,,,,,,
wall-lights,ANKUR GLOBO SIMPLE YET ELEGANT BRASS PLATED WALL LIGHT,"₹ 1,600",//www.ankurlighting.com/cdn/shop/files/51PywOIS_BL.jpg?v=1701150922&width=1250,Ankur Lighting,Metal,,Indoor (Dry Rated),China,IP 20,12 Months,Recess,350MM (1.14 Feet),150MM (0.49 Feet),E27,,,,,,,,,,
wall-lights,ANKUR DIMPLE CONTEMPORARY LED WALL LIGHT / CEILING LIGHT,"₹ 5,900",//www.ankurlighting.com/cdn/shop/files/14_e090f375-653e-4cc2-880b-d776abeffad4.jpg?v=1702025139&width=1250,Ankur Lighting,Glass,SMOKE GLASS,Indoor (Dry Rated),China,,12 Months,Surface,,135MM (5 inches),,,,3000K,,,,,8,,
wall-lights,ANKUR SEMPRE SIMPLE ELEGANT WHITE GLASS WALL LIGHT,"₹ 2,250",//www.ankurlighting.com/cdn/shop/products/ankur-sempre-simple-elegant-white-glass-wall-light-ankur-lighting-1.jpg?v=1695132822&width=1250,Ankur Lighting,Aluminium,White,Indoor (Dry Rated),India,,12 Months,Surface,221.5MM(0.7Ft),,E27,426MM(1.4Ft),157MM(0.5Ft),,No,,,,,220V,
wall-lights,ANKUR LENSO 2-WAY NARROW BEAM OUTDOOR RATED LED WALL LIGHT,"₹ 1,450",//www.ankurlighting.com/cdn/shop/products/ankur-lenso-2-way-narrow-beam-outdoor-rated-led-wall-light-ankur-lighting-1.jpg?v=1695132305&width=1250,Ankur Lighting,Aluminium,Graphite grey,Outdoor (Wet Rated),,IP 54,12 Months,Surface,124MM (0.41 feet.),,LED SMD,60MM (0.2 feet.),43MM (0.14 feet.),,No,,,,3,AC100-240V,Download SpecSheet
wall-lights,ANKUR BRUIT VINTAGE METAL WIRE CAGE WALL LIGHT,₹ 750,//www.ankurlighting.com/cdn/shop/products/ankur-bruit-vintage-metal-wire-cage-wall-light-ankur-lighting-1.jpg?v=1695131913&width=2480,Ankur Lighting,Metal,,Indoor (Dry Rated),India,,12 Months,Surface,200MM (7.87 in),120MM (4.72 in),E27,,,,Yes,,,,,110-220V,
wall-lights,ANKUR FABIAN GLASS AND NATURAL WOOD BATHROOM VANITY MIRROR LIGHT,"₹ 1,950",//www.ankurlighting.com/cdn/shop/products/ankur-fabian-glass-and-natural-wood-bathroom-vanity-mirror-light-ankur-lighting-1.jpg?v=1703051985&width=1250,Ankur Lighting,Metal,Wooden Brown,Indoor (Dry Rated),India,IP 44,12 Months,Surface,(2.5 inch) 65,,LED SMD,(1.7 feet) 510,,,No,,,,20,220-240V,
wall-lights,ANKUR FLOAT GLIDE CONTEMPORARY WALL LIGHT,"₹ 6,500",//www.ankurlighting.com/cdn/shop/products/ankur-float-glide-contemporary-wall-light-ankur-lighting-1.jpg?v=1702025393&width=1250,Ankur Lighting,Glass,Gold & Amber,Indoor (Dry Rated),China,IP 20,12 Months,Surface,790MM (2.59 feet.),100MM (0.33 feet.),E27,,,,,,,,,,
wall-lights,ANKUR CUT GLASS CYLINDER WALL LIGHT,"₹ 5,900",//www.ankurlighting.com/cdn/shop/products/ankur-cut-glass-cylinder-wall-light-ankur-lighting-1.jpg?v=1695131616&width=1250,Ankur Lighting,Metal,Antique Brass,Indoor (Dry Rated),,IP 20,12 Months,Surface,275MM (0.9 feet.),,E27,125MM (0.41 feet.),100MM (0.33 feet.),,,,,,,,
wall-lights,ANKUR FONTANELLE MODERN CONTEMPORARY WALL SCONCE,"₹ 2,450",//www.ankurlighting.com/cdn/shop/files/10613-22486.jpg?v=1722770446&width=1200,Ankur Lighting,Metal,Antique Brass,Indoor (Dry Rated),,,12 Months,Surface,530MM (1.73feet),,E27,,120MM (0.39feet),,,,,,,,
